CAS,SMILES,Experimental value
2648-01-3,O=C1Nc3ccccc3(C(=NC1)c2ccccc2(F)),2.38
2652-13-3,O([Si](O[Si](O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)(C)C)(C)C)[Si](O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)(C)C,8.3
2652-77-9,O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3,1.45
2655-14-3,O=C(Oc1cc(cc(c1)C)C)NC,2.23
2664-63-3,Oc1ccc(cc1)Sc2ccc(O)cc2,3.34
2668-24-8,Oc1c(OC)cc(c(c1Cl)Cl)Cl,3.72
2670-77-1,O(c1ccc(cc1C)SC)P(OCC)(OCC)=S,4.16
2686-99-9,O=C(Oc1cc(c(c(c1)C)C)C)NC,2.66
2687-91-4,O=C1N(CC)CCC1,-0.04
2687-96-9,O=C1N(CCC1)CCCCCCCCCCCC,4.2
2688-84-8,O(c1ccccc1)c2ccccc2(N),2.46
2689-07-8,O(c1ccccc1)c2ccccc2Cl,4.45
2689-47-6,O=C(Oc1cccc(c1)C(=O)C)N(C)C,1.18
2693-46-1,Nc2ccc4c1ccccc1c3cccc2c34,4.2
2696-84-6,Nc1ccc(cc1)CCC,2.4
2700-22-3,N#CC(C#N)=Cc1ccccc1,2.18
2702-58-1,O=C(OC)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.84
2706-22-1,O=C(NNC(=O)C)Nc1ccc(cc1)Br,1.38
2706-56-1,n1ccccc1CCN,0.08
2709-56-0,FC(F)(F)c1ccc4c(c1)C(=CCCN2CCN(CCO)CC2)c3ccccc3S4,4.34
2715-70-0,n2cnc1c(ncn1CCCC)c2N,1.25
2719-08-6,O=C(OC)c1ccccc1(NC(=O)C),1.65
2719-21-3,O=C(Nc1ccc(cc1)C(=O)C)C,1.24
2719-23-5,O=C(Nc1nccs1)C,0.76
2719-61-1,c1ccc(cc1)C(C)CCCCCCCCCC,8.19
2719-62-2,c1ccc(cc1)C(CCCCC)CCCCCC,8.01
2719-63-3,c1ccc(cc1)C(CCCC)CCCCCCC,8.01
2719-64-4,c1ccc(cc1)C(CCC)CCCCCCCC,8.07
2724-69-8,c1ccc(cc1)NC(NC)=S,0.85
2728-04-3,O=C(c1ccccc1C)N(CC)CC,2.02
2728-05-4,O=C(c1ccc(cc1)C)N(CC)CC,2.38
2730-67-8,FC(F)(F)CNC,0.55
2740-94-5,c1ccc(cc1)CNC(NC)=S,1.35
2741-06-2,c1ccc(cc1)NC(NCC)=S,1.42
2741-14-2,c1ccc(cc1)CNC(N(C)C)=S,1.59
2745-25-7,N#CCc1occc1,0.85
2752-68-3,O=C(Oc1cc(c(cc1Cl)Cl)C)NC,3
2756-85-6,O=C(O)C1(N)(CCCCC1),-1.87
2757-10-0,O=C(C=Cc1ccccc1)NC,1.81
2759-71-9,O=C(Nc1ccc(c(c1)Cl)Cl)C2CC2,3.83
2763-96-4,O=C1C=C(ON1)CN,-2.39
2772-46-5,O(c1cc(c(cc1(OC))Cl)Cl)C,3.11
2782-91-4,C(N(C)C)(N(C)C)=S,0.49
2784-27-2,O=C1NC(=O)C(N1)(c2ccccc2)c3ccc(O)cc3,1.7
2786-62-1,O=C2N(c1ccccc1S2)C,1.98
2790-16-1,O=C(Nc1ccc(c(c1)Cl)Cl)C2(C)(CC2),3.63
2797-37-7,O=C(OCc1ccc(cc1)Cl)NC,2.42
2797-51-5,O=C1C(N)=C(C(=O)c2ccccc12)Cl,2.12
2798-54-1,O=C(Oc1cc(ccc1C(C)(C)C)C)NC,3.14
2799-07-7,O=C(O)C(N)CSC(c1ccccc1)(c2ccccc2)c3ccccc3,2.06
2801-68-5,O(c1ccc(OC)c(c1)CC(N)C)C,1.72
2809-69-0,C(C#CC)#CC,2.24
2810-04-0,O=C(OCC)c1cccs1,2.33
2816-24-2,O=[N+]([O-])c2ccccc2(OC1OC(CO)C(O)C(O)C1(O)),-0.78
2826-25-7,N#CC(C#N)=Cc1ccc(cc1)C,2.4
2827-47-6,n1c(nc(nc1N(C)C)N(C)C)N,1.2
2835-68-9,O=C(N)c1ccc(N)cc1,-0.41
2845-79-6,O=C(N)NNC(=O)c1ccccc1,-0.5
2845-89-8,O(c1cccc(c1)Cl)C,2.98
2847-30-5,n1ccnc(c1OC)C,1.24
2854-98-0,O=S(=O)(N)c2cc1c(N=C(NS1(=O)(=O))CCCCC)cc2Cl,2.01
2854-99-1,O=S(=O)(N)c2cc1c(N=C(NS1(=O)(=O))CCC)cc2Cl,1.21
2859-67-8,OCCCc1cnccc1,0.6
2859-68-9,OCCCc1ncccc1,0.58
2862-51-3,O=C1NC(C(=O)NC1Cc2ccccc2)Cc3ccccc3,1.59
2870-04-4,c1cc(c(c(c1)C)CC)C,4.28
2872-48-2,O=C1c3ccccc3(C(=O)c2c(N)c(OC)cc(N)c12),3.5
2872-52-8,O=[N+]([O-])c2ccc(N=Nc1ccc(cc1)N(CC)CCO)cc2,4.3
2880-58-2,O=C1C=CC(=O)C(OC)=C1,-0.06
2882-20-4,n1ccnc(c1C)SC,1.81
2886-65-9,O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2(F)))Cl,2.7
2891-09-0,O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))N(C)C)C,2.63
2894-61-3,O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2))Br,3.11
2894-67-9,O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2Cl))Cl,3.15
2894-68-0,O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2Cl))Cl)C,3.12
2896-70-0,O=C1CC(N(O)C(C)(C)C1)(C)C,0.12
2898-08-0,O=C1Nc3ccccc3(C(=NC1)c2ccccc2),2.18
2898-12-6,N3=C(c1ccccc1)c2cc(ccc2N(C)CC3)Cl,4.41
2904-53-2,OCCNc1nc(nc(n1)Cl)NC(C)C,0.78
2905-65-9,O=C(OC)c1cccc(c1)Cl,2.85
2916-31-6,O1CCOC1(C)C,0.46
2917-98-8,O1CC1CN2CCN(CC2)CC3OC3,-0.84
2921-88-2,n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl,4.96
2922-40-9,O=C(O)C(N)Cc1ccc(cc1)[N+](=O)[O-],-1.25
2924-27-8,FC(F)(F)CN(c1ccccc1)CC(F)(F)F,3.69
2933-44-0,OC(COc1cccc(c1)C)CNC(C)C,1.93
2933-75-7,OCCNc1ccccc1(OC),1.5
2955-38-6,O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)CC4CC4,3.73
2961-50-4,n1ccc(cc1)CCCCC,3.75
2971-22-4,c1ccc(cc1)C(c2ccccc2)C(Cl)(Cl)Cl,4.87
2973-27-5,N#Cc1ccnc2ccccc12,1.98
2973-78-6,O=Cc1ccc(O)c(c1)Br,1.83
2974-90-5,c1cc(cc(c1)Cl)c2ccc(cc2)Cl,5.15
2974-92-7,c1ccc(cc1)c2ccc(c(c2)Cl)Cl,5.29
2976-32-1,O=[N+]([O-])c1cccc(c1)S(=O)(=O)C,0.5
2979-53-5,O=C(Oc1cccc(c1)[N+](=O)[O-])CNC(=O)c2ccccc2,2.46
2979-54-6,O=C(Oc1ccccc1)CNC(=O)c2ccccc2,2.31
2987-53-3,Nc1ccccc1SC,1.2
2989-17-5,O=C(OC)COc1ccccc1C,2.08
2989-98-2,O=C(N)Nc1cccc(c1)Br,2.08
2990-01-4,O=C(N(c1ccccc1)c2ccccc2)N(C)C,2.8
3000-74-6,n1cccc(c1)CCCCNC,0.91
3000-75-7,n1cccc(c1)CNCC,0.76
3006-96-0,O=C(O)c1ccc(cc1)CO,0.93
3011-34-5,O=Cc1ccc(O)c(c1)[N+](=O)[O-],1.48
3012-37-1,N#CSCc1ccccc1,1.99
3023-44-7,O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2(OC)))Cl,2.63
3034-34-2,N#Cc1ccc(cc1)C(=O)N,0.48
3034-38-6,O=[N+]([O-])c1nc[nH]c1,-0.06
3034-41-1,O=[N+]([O-])c1ncn(c1)C,-0.44
3034-42-2,O=[N+]([O-])c1cncn1C,0.13
3040-44-6,OCCN1CCCCC1,0.96
3042-22-6,c1ccc(cc1)c2ccc[nH]2,2.76
3055-86-5,N#CCCOc1ccccc1,1.61
3056-17-5,O=C1NC(=O)N(C=C1C)C2OC(C=C2)CO,-0.72
3056-59-5,O=C(Oc1ccccc1CC)C,2.42
3056-60-8,O=C(Oc1cccc(c1)CC)C,2.45
3056-73-3,O=C(C=Cc1ccccc1)Nc2ccccc2,3.61
3060-89-7,O=C(Nc1ccc(cc1)Br)N(OC)C,2.38
3066-90-8,Oc1cc(c(O)c(OC)c1(OC))C,1.05
3070-13-1,O=P(Oc1ccc(cc1)SC)(OCC)OCC,2.79
3070-15-3,O(c1ccc(cc1)SC)P(OCC)(OCC)=S,4.16
3077-12-1,OCCN(c1ccc(cc1)C)CCO,1.09
3085-54-9,O=CNc1ccc(cc1)C,1.61
3093-23-0,FC(F)(F)c1ccc3c(c1)N(c2ccccc2S3)CCCN4CCN(CCOCCO)CC4,4.49
3097-21-0,O=C2N(c1ccccc1N2C)C,1.46
3112-85-4,O=S(=O)(c1ccccc1)C,0.5
3112-88-7,O=S(=O)(c1ccccc1)Cc2ccccc2,2.05
3115-28-4,O=C(O)C(CCCC)CCCC,3.2
3116-76-5,O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2c(cccc2Cl)Cl)C3SC4(C)(C),2.91
3117-02-0,O=C1C=CC(=O)C(OC)=C1(OC),0.34
3117-05-3,O=C1C=C(OC)C(=O)C(OC)=C1(OC),0.22
3117-06-4,O=C1C(OC)=C(OC)C(=O)C(OC)=C1(OC),0.41
3118-68-1,N#Cc1cccc(c1)S(=O)(=O)N,0.24
3119-02-6,N#Cc1ccc(cc1)S(=O)(=O)N,0.23
3123-89-5,O=C1C=C3C(=CC=C1(N))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)C),0.3
3125-63-1,Oc1cccc(N=C=S)c1,3.23
3125-64-2,C(=Nc1cccc(OC)c1)=S,3.68
3125-78-8,N#Cc1cccc(N=C=S)c1,3.13
3126-90-7,O=C(OCCCC)c1cccc(c1)C(=O)OCCCC,4.26
3132-64-7,O1CC1CBr,0.85
3140-74-7,n1c(nc(nc1N(C)C)Cl)N(C)C,2.31
3140-93-0,c1csc(c1Br)Br,3.53
3141-42-2,c1ccc(cc1)C3(c2ccccc2)(CC3(Cl)Cl),4.88
3146-39-2,O2C3C1CCC(C1)C23,1.58
3149-01-7,O=C(NC(C)C)NS(=O)(=O)c1ccccc1,1.34
3149-28-8,n1ccnc(OC)c1,0.73
3150-53-6,N#Cc1ccc(n1CCO)[N+](=O)[O-],0.6
3153-44-4,O=C(O)CCC(=O)c1ccc(OC)cc1,1.38
3156-34-1,O=[N+]([O-])C=Cc1ccccc1Cl,2.85
3156-35-2,O=[N+]([O-])C=Cc1cccc(c1)Cl,2.57
3156-39-6,O=[N+]([O-])C=Cc1ccccc1[N+](=O)[O-],1.8
3156-41-0,O=[N+]([O-])C=Cc1ccc(cc1)[N+](=O)[O-],1.89
3156-44-3,O=[N+]([O-])C=Cc1cccc(O)c1,2.07
3160-35-8,O=C(C=Cc1ccc(O)cc1)C,1.86
3160-38-1,O=C(C=Cc1ccc(cc1)C)C,2.65
3160-40-5,O=C(C=Cc1ccc(cc1)Cl)C,2.8
3163-07-3,O=[N+]([O-])c1ccc(O)cc1(O),1.05
3178-22-1,CC(C)(C)C1CCCCC1,5.04
3179-08-6,O=[N+]([O-])C=Cc1ccc(O)cc1,2.12
3179-09-7,O=[N+]([O-])C=Cc1cccc(OC)c1,2.37
3179-10-0,O=[N+]([O-])C=Cc1ccc(OC)cc1,2.2
3199-61-9,O=C(OCC)c1oc2ccccc2(c1),3.05
3201-53-4,O=C(NC(=O)c1ccccc1)NC,1.27
3208-16-0,o1cccc1CC,2.4
3209-22-1,O=[N+]([O-])c1cccc(c1Cl)Cl,3.05
3211-40-3,O=S(=O)(N)c3cc1c(N=C(NS1(=O)(=O))Cc2ccccc2)cc3Cl,1.7
3215-24-5,O=C2N6c1ccc(N)cc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67),0.54
3229-00-3,C(C(CBr)(CBr)CBr)Br,3.99
3235-02-7,ON=Cc1ccc(cc1)C,2.4
3237-22-7,N#CC(C#N)=Cc1occc1,1.4
3245-23-6,O=C(Oc1ccc(cc1)CC)C,2.56
3253-62-1,O=C1OCC(=C1)C3CCC4(O)(C5CCC6(O)(CC(OC2OC(C)C(O)C(O)C2(O))CCC6(CO)(C5(CCC34(C))))),-0.62
3256-99-3,O=S(=O)(N)c2cc1c(N=CNS1(=O)(=O))cc2C,-0.32
3261-53-8,O=COC6CC7(O)(C8CCC4CC(OC3OC(C)C(OC2OC(C)C(OC1OC(C)C(O)C(O)C1)C(O)C2)C(O)C3)CCC4(C)C8(CCC7(C)(C6(C5=CC(=O)OC5)))),2.04
3261-62-9,NCCc1ccc(cc1)C,1.83
3267-78-5,O=C(O[Sn](CCC)(CCC)CCC)C,1.68
3268-87-9,O1c3c(Oc2c1c(c(c(c2Cl)Cl)Cl)Cl)c(c(c(c3Cl)Cl)Cl)Cl,8.2
3271-01-0,O=S(=O)(Nc1ncc(cn1)CC)c2ccc(N)cc2,0.9
3274-28-0,O=C(O)C(CCC)CCCC,3.01
3290-92-4,O=C(OCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)CC)C(=C)C,4.39
3290-99-1,O=C(NN)c1ccc(OC)cc1,0.25
3296-90-0,OCC(CO)(CBr)CBr,1.06
3307-39-9,O=C(O)C(Oc1ccc(cc1)Cl)C,2.31
3316-09-4,O=[N+]([O-])c1ccc(O)c(O)c1,1.66
3324-76-3,O=C1C=CC=CC(O)=C1,0.81
3326-88-3,O=C1C=CSS1,0.82
3337-71-1,O=C(OC)NS(=O)(=O)c1ccc(N)cc1,-0.27
3343-19-9,Oc1ccc(cc1(O))C(O)CO,-1.01
3343-22-4,O=C(OCC2OC(N1C=C(F)C(=O)NC1(=O))CC2(OC(=O)CCC))CCC,1.9
3347-22-6,N#CC2=C(C#N)SC=1C(=O)c3ccccc3(C(=O)C=1S2),2.84
3354-37-8,c1ccc(cc1)C2=CSSC2=S,3.2
3354-39-0,C1(=C(C)SSC1=S)C,2.45
3354-40-3,C1=C(C)SSC1=S,1.89
3354-41-4,C1=C(C(=S)SS1)C,2.18
3354-42-5,c1ccc2c(c1)C(=S)SS2,3.57
3357-42-4,n1nc([nH]c1)c2ccccc2,1.54
3360-41-6,OCCCCc1ccccc1,2.35
3366-95-8,O=[N+]([O-])c1cnc(n1CC(O)C)C,0.22
3373-86-2,O=C(Oc1ccccc1[N+](=O)[O-])N(C)C,1.35
3376-24-7,[O-][N+](=Cc1ccccc1)C(C)(C)C,1.26
3380-34-5,Oc2cc(ccc2(Oc1ccc(cc1Cl)Cl))Cl,4.76
3382-56-7,O=[N+]([O-])c1ccc(cc1)C(C)(C)C,3.89
3383-96-8,O(c1ccc(cc1)Sc2ccc(OP(OC)(OC)=S)cc2)P(OC)(OC)=S,5.96
3393-59-7,FC(F)(F)c1nc2c([nH]1)c(cc(c2Cl)Cl)Cl,3.78
3397-78-2,n2nc1ccccc1c(OC)c2,1.41
3416-05-5,O=C1NC(=O)N(C=C1C)C2OC(CO)CC2,-0.6
3416-26-0,O=C(Nc1c(cccc1C)C)CN2CCN(CC2)CCCC(c3ccc(F)cc3)c4ccc(F)cc4,5.6
3424-93-9,O=C(N)c1ccc(OC)cc1,0.86
3435-28-7,n1cnc(cc1N)C,0.19
3438-46-8,n1cnc(cc1)C,0.16
3438-48-0,n1cnc(cc1)c2ccccc2,1.92
3441-01-8,N#Cc1cccc(c1)C(=O)N,0.52
3445-76-9,c1ccc(cc1)C2=CC(=S)SS2,3.67
3453-64-3,O=C1OC(c2ccccc12)C,1.41
3454-07-7,C=Cc1ccc(cc1)CC,4.19
3456-79-9,O=C3Nc1ccccc1C3(c2ccccc2),2.59
3467-29-6,c1cc(ccc1C2=CSSC2=S)C,3.73
3467-32-1,O=C1C(=CSS1)c2ccccc2,2.64
3469-69-0,n1cc(c[nH]1)I,1.7
3475-63-6,O=NN(C(=O)N(C)C)C,0.36
3476-50-4,O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(N),1.1
3478-94-2,O=C(OCCCN1CCCCC1C)c2ccc(c(c2)Cl)Cl,4.31
3481-20-7,Nc1c(c(cc(c1Cl)Cl)Cl)Cl,4.1
3483-39-4,O1CC1C2CCCCC2,2.43
3485-14-1,O=C(O)C3N2C(=O)C(NC(=O)C1(N)(CCCCC1))C2SC3(C)(C),1.31
3489-59-6,N#Cc1ccc2c(c1)C(=NCC(=O)N2C)c3ccccc3,1.8
3490-37-7,O=C(C=Cc1ccc(cc1)[N+](=O)[O-])C,1.9
3510-70-1,CCC[Si](C)(C)C,3.84
3530-82-3,O=C1NC(=O)C(N1)Cc2ccccc2,0.6
3538-65-6,O=C(NN)CCC,-0.62
3544-24-9,O=C(N)c1cccc(N)c1,-0.33
3544-35-2,O=C(NNC(C)C)COc1ccc(cc1)Cl,2.02
3547-33-9,OCCSCCCCCCCC,3.64
3550-21-8,C(=NC(c1ccccc1)c2ccccc2)=S,5.09
3555-18-8,O=[N+]([O-])c1cc(ccc1(O))C(C)CC,3.84
3558-69-8,n1c(cccc1c2ccccc2)c3ccccc3,4.82
3566-00-5,O=C(Oc1ccc(c(c1)C)SC)NC,2.47
3567-38-2,O=C(OC(C#C)c1ccccc1)N,1.59
3567-62-2,O=C(Nc1ccc(c(c1)Cl)Cl)NC,2.94
3567-84-8,N=1C(=NC(N(C=1N)c2ccc(cc2)Br)(C)C)N,1.09
3572-34-7,O=S(=O)(c1ccc(N)cc1)c2ccc(cc2)NCC,1.98
3585-93-1,[O-][N+](=Cc1ccc(OC)cc1)c2ccccc2,1.94
3593-96-2,O=C(OCC(=O)C3(O)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(O)CC23(C))))CCCCC,4.48
3599-76-6,n1c(nc(nc1C(Cl)(Cl)Cl)SC)C(Cl)(Cl)Cl,4.42
3615-21-2,FC(F)(F)c2nc1c(ccc(c1Cl)Cl)[nH]2,3.49
3619-01-0,O=C(OC)C(NC(=O)C)CC,-0.17
3619-02-1,O=C(OC)C(NC(=O)C)C,-0.57
3619-17-8,O=C(NN)C(C)C,-0.63
3619-22-5,O=C(NN)c1ccc(cc1)C,0.72
3625-25-0,O=C1NC(=O)C(C(=O)N1)(C2=CC3CCC(C2)C3)CC,2.53
3626-62-8,O=C(N1CCCCC1)Cc2ccccc2,2.44
3642-85-1,O=C4C=C3C(C)CC1C(C(=O)CC2(C)(C(C(=O)C)CCC12))C3(C)CC4,2.75
3663-20-5,O=C(Nc1ccc(cc1)CCCC)C,3.3
3663-21-6,O=C(Nc1ccc(cc1[N+](=O)[O-])CCCC)C,3.1
3663-34-1,O=C(Nc1ccc(cc1)CC)C,2.2
3671-60-1,FC(F)(F)c1nc2cc(ccc2([nH]1))Br,3.57
3679-63-8,O=C(Nc1ccc(cc1)Cl)c2ccccc2(O),4.5
3679-64-9,O=C(Nc1ccc(cc1)Cl)c2cc(ccc2(O))Br,5.02
3681-78-5,O=C(OCCC)CCCCCCCCCCC,6.11
3688-53-7,O=C(N)C(=Cc1oc(cc1)[N+](=O)[O-])c2occc2,0.15
3688-82-2,O=C(c1ccccc1(OCC))N(CC)CC,2.5
3689-24-5,O(CC)P(OCC)(OP(OCC)(OCC)=S)=S,3.99
3689-50-7,O=S3(=O)(c1ccccc1N(c2ccccc23)CC(C)CN(C)C),2.51
3690-04-8,O=C2C(NC(=O)C(N(C)C)C)=C(N(N2(c1ccccc1))C)C,-0.05
3690-53-7,O=C(NCCN(CC)CC)c1ccccc1,1.99
3694-52-8,O=[N+]([O-])c1cccc(N)c1(N),1.27
3695-86-1,N#CC(=Cc1occc1)C(=O)OC,1.65
3701-01-7,O=S(=O)(N)c1cccc(c1)S(=O)(=O)N,-0.55
3704-09-4,O=C4C=C3CC(C)C2C(CCC1(C)(C2(CCC1(O)(C))))C3CC4,3.19
3707-98-0,O=C1C(=C(C=NN1c2ccccc2)N(C)C)Cl,1.55
3722-12-1,N#CC(C#N)=NNc1ccc(cc1)[N+](=O)[O-],2.37
3724-16-1,O=C(N)Cc1cnccc1,-0.71
3724-65-0,O=C(O)C=CC,0.72
3731-51-9,n1ccccc1CN,-0.21
3731-52-0,n1cccc(c1)CN,-0.32
3734-48-3,C1=CC2C(C1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,5.57
3735-01-1,O(c1ccc(N)cc1)P(OCC)(OCC)=S,2.6
3736-81-0,O=C(Oc1ccc(cc1)N(C(=O)C(Cl)Cl)C)c2occc2,2.24
3737-09-5,O=C(N)C(c1ncccc1)(c2ccccc2)CCN(C(C)C)C(C)C,2.58
3739-38-6,O=C(O)c2cccc(Oc1ccccc1)c2,3.91
3739-82-0,n1cccnc1OCC,0.74
3740-92-9,n1c(nc(cc1Cl)Cl)c2ccccc2,4.17
3741-15-9,O=[N+]([O-])c2ccnc1ccccc12,2.06
3758-59-6,O=C(NN)c1ccnc(c1)C,-0.37
3759-90-8,O=C1OCC(=O)N1c2ccccc2,0.93
3760-54-1,O=CN1CCCC1,-0.32
3761-48-6,O=C(NCCN(CC)CC)c1ccc(N)cc1(OC),1.4
3766-60-7,O=C(Nc1ccc(cc1)Cl)N(C)C(C#C)C,3
3766-81-2,O=C(Oc1ccccc1C(C)CC)NC,2.78
3766-82-3,O=C(Oc1ccc(c(c1)C)C(C)C)NC,3.11
3769-57-1,O=[N+]([O-])c2ccc(N=Nc1ccc(cc1C)N(CCO)CCO)c(c2)Cl,4.3
3770-50-1,O=C(OCC)c1cc2ccccc2([nH]1),3.22
3771-14-0,O=S(=O)(O)c1cc(O)c2ccccc2(c1),-0.18
3772-76-7,O=S(=O)(Nc1nc(nc(OC)c1)C)c2ccc(N)cc2,0.61
3775-60-8,n1nc(oc1)N,-1.44
3775-61-9,n1nc(oc1N)CC,-0.3
3778-73-2,O=P1(OCCCN1(CCCl))(NCCCl),0.86
3780-85-6,N#CC(C#N)=NNc1c(cccc1Cl)Cl,4.51
3786-76-3,O=C1OCC(C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CCC67(C))),2.9
3811-49-2,O2c1ccccc1COP2(OC)=S,2.67
3813-05-6,O=C(O)CN2C(=O)Sc1cccc(c12)Cl,1.34
3829-78-5,O=C(N(CC=C)C(C)C)C,1.14
3845-76-9,O=C(C=C)NCCCN(C)C,0
3846-73-9,Oc2cccc1c2(nccc1C),2.41
3848-36-0,ON=Cc1ccc(cc1)Cl,2.67
3856-05-1,O=C(OCC(C)C)c1cc(O)c(O)c(O)c1,2.46
3858-83-1,N=C(N)c1ccc(N)cc1,-0.37
3861-41-4,N#Cc1cc(c(OC(=O)CCC)c(c1)Br)Br,3.94
3864-49-1,O=C1Nc3ccccc3(C(=NC1)c2cccc(c2)C(F)(F)F),3.19
3878-19-1,n1c3ccccc3([nH]c1c2occc2),2.67
3894-63-1,O=C1Nc3ccccc3(C(=NC1)c2ccc(cc2)C(F)(F)F),3.34
3896-29-5,O=C(Nc1c(F)cccc1(F))C,0.69
3900-31-0,O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))Cl)C,2.75
3915-60-4,O=N1CCCCC1SCc2ccccc2,1.24
3922-90-5,O=C4OC(C)C(C)C(O)C(C(=O)C1(OC1)CC(C)C(OC2OC(C)CC(N(C)C)C2(O))C(C)C(OC3OC(C)C(O)C(OC)C3)C4C)C,1.69
3926-67-8,Oc1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(C)C,4.63
3930-20-9,O=S(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,0.24
3930-83-4,O=C(N)c1ccccc1I,0.93
3938-20-3,O=C(Oc1cccc(OC(C)C)c1)NC,1.96
3938-24-7,O=C(Oc1ccccc1(OC))NC,0.81
3938-28-1,O=C(Oc1cccc(OC)c1)NC,1.3
3938-29-2,O=C(Oc1ccc(OC)cc1)NC,1.2
3938-34-9,O=C(Oc1ccc(cc1)SC)NC,1.92
3942-51-6,O=C(Oc1ccc(cc1)C(C)CC)NC,3.2
3942-54-9,O=C(Oc1ccccc1Cl)NC,1.64
3942-71-0,O=C(Oc1cc(ccc1C(C)C)C)NC,2.84
3956-07-8,O=C(N)c1ccc(cc1)I,1.99
3957-74-2,O=C(Oc1ccc(cc1)NC(=O)C(Cl)Cl)C,1.9
3964-58-7,O=C(O)c1ccc(O)c(c1)Cl,2.41
3964-81-6,n1cccc3c1C(c2ccccc2CC3)=C4CCN(C)CC4,3.59
3971-99-1,O=C(Oc1cc(ccc1C)C)NC,2.03
3978-68-5,O=C(Oc1cccc(OCCCC)c1)NC,2.96
3978-69-6,O=C(Oc1ccc(OCCCC)cc1)NC,2.86
3988-76-9,O=C(C=Cc1occc1)c2occc2,2.34
3994-23-8,N#CC(=NNc1ccccc1Cl)C(=O)OCC,3.38
4001-73-4,O=C(N)c1ccccc1Br,0.77
4005-51-0,n1nc(N)sc1,-0.57
4008-48-4,O=[N+]([O-])c2ccc(O)c1ncccc12,1.99
4016-11-9,O(CC)CC1OC1,0.36
4022-58-6,N=1C(=NC(N(C=1N)c2ccccc2)(C)C)N,0.28
4043-23-6,O=C(Oc1cccc(c1)CC)NC,2.2
4052-30-6,O=C(O)c1ccc(cc1)S(=O)(=O)C,0.67
4053-42-3,O=N2c1ccc(cc1CCC2)C,0.95
4054-88-0,OC1C2CC3C1C3(C2(O)),-0.42
4070-75-1,O=C(C=CC(=O)c1ccccc1)c2ccccc2,3.16
4075-58-5,O=C(OCC)C(=O)c1cccs1,1.77
4081-02-1,Oc1ccc(cc1)C(c2ccccc2)c3ccc(O)cc3,4.3
4089-04-7,O=C(Oc1ccc2ccccc2(c1))NC,2.56
4089-99-0,O=C(Oc1ccc(cc1)C(C)C)NC,2.57
4090-00-0,O=C(Oc1cccc(c1)Cl)NC,2.03
4093-35-0,O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Br,2.83
4093-42-9,O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))[N+](=O)[O-],2.11
4094-38-6,O=S(=O)(c1ccc(N)cc1)c2ccc(cc2)C,2.4
4096-20-2,c1ccc(cc1)N2CCCCC2,2.98
4096-21-3,c1ccc(cc1)N2CCCC2,3.56
4101-68-2,C(CCCCCBr)CCCCBr,6.12
4104-75-0,NC(N(c1ccccc1)C)=S,0.85
4119-41-9,c1ccc(cc1)CCCI,3.9
4122-57-0,O=C1OC(OC)c2ccccc12,1
4143-63-9,O=C1C=C(Oc2ccccc12)c3ccc(O)cc3,3.2
4144-64-3,O=C(O)Cn2nnc1ccccc12,-1.88
4147-51-7,n1c(nc(nc1NC(C)C)SCC)NC(C)C,3.81
4151-47-7,O=C(Nc1ccc(O)c(c1)C(C)(C)C)C,2.36
4201-24-5,N(=C1NCCN1)c2c(cccc2Cl)C,1.71
4201-33-6,N(=C1NCCN1)c2c(cc(cc2Cl)C)Cl,1.92
4201-34-7,N(=C1NCCN1)c2c(cc(cc2Cl)Cl)C,2.38
4201-36-9,N(=C1NCCN1)c2c(cc(cc2Cl)C)C,2.1
4201-38-1,N(=C1NCCN1)c2c(cc(cc2C)Cl)C,2.5
4201-40-5,N(=C1NCCN1)c2c(cc(cc2C)C)C,2.32
4202-14-6,O=C(C)CP(=O)(OC)OC,-0.86
4205-93-0,N(=C1NCCN1)c2c(cccc2Br)Br,1.96
